key,ko,en,fr,it,de,es,ja,pt-BR,ru,zh-Hans
f,(피코를 가만히 바라보다가 한숨을 내쉬며 입술을 깨문다.),"(She quietly stares at Pico, then sighs and bites her lip.)",(Elle regarde silencieusement Pico avant de soupirer et de se mordre la lèvre.),"(Osserva Pico in silenzio, poi sospira mordendosi il labbro.)","(Sie schaut Pico schweigend an, seufzt dann und beißt sich auf die Lippe.)","(Mira fijamente a Pico, suspira y se muerde el labio.)",（ピコをじっと見つめた後、ため息をついて唇を噛む。）,"(Ela encara Pico em silêncio, suspira e morde o lábio.)","(Она молча смотрит на Пико, затем вздыхает и прикусывает губу.)","（静静看着皮科, 叹了口气, 轻轻咬住嘴唇。）"
f,촌장님이 널 너무 믿으시는 게 가끔은 걱정되는구나.,Sometimes I worry that the chief trusts you too much.,"Parfois, je m'inquiète de voir à quel point le chef te fait confiance.",A volte mi preoccupa il fatto che il capo si fidi troppo di te.,"Manchmal mache ich mir Sorgen, dass der Dorfchef dir zu sehr vertraut.",A veces me preocupa que el jefe confíe demasiado en ti.,村長さんがあなたを信じすぎている気がして、時々心配になるの。,Às vezes fico preocupada com o quanto o chefe confia em você.,"Иногда меня пугает, насколько сильно староста тебе доверяет.","有时候我会担心, 村长实在太相信你了。"
f,지하에서 이 시원한 약 냄새 대신 비릿한 유황 냄새가 진해지면 주의하렴.,"If the cool medicinal smell underground is replaced by a strong sulfur stench, be careful.","Si l'odeur fraîche du médicament est remplacée par une forte odeur de soufre sous terre, fais attention.","Se sottoterra l'odore fresco della medicina viene sostituito da un forte odore di zolfo, fai attenzione.","Wenn der kühle Geruch der Medizin unter der Erde von einem starken Schwefelgeruch ersetzt wird, sei vorsichtig.","Si el olor fresco de la medicina bajo tierra es reemplazado por un fuerte olor a azufre, ten cuidado.",地下でこの薬の冷たい匂いじゃなくて、生臭い硫黄の匂いが強くなったら気をつけるのよ。,"Se o cheiro fresco do remédio no subterrâneo for substituído por um forte cheiro de enxofre, tome cuidado.",Если под землёй вместо прохладного запаха лекарства появится сильный запах серы — будь осторожен.,"如果地下不再是这种清凉药味, 而是开始弥漫刺鼻的硫磺味, 就一定要小心。"
f,공기가 너무 뜨거워지는 건 결코 좋은 징조가 아니니까.,Air becoming too hot is never a good sign.,"Quand l'air devient trop chaud, ce n'est jamais bon signe.",Quando l'aria diventa troppo calda non è mai un buon segno.,"Wenn die Luft zu heiß wird, ist das niemals ein gutes Zeichen.",Que el aire se vuelva demasiado caliente nunca es una buena señal.,空気が熱くなりすぎるのは、決して良い兆候じゃないから。,"Quando o ar fica quente demais, nunca é um bom sinal.",Слишком горячий воздух никогда не предвещает ничего хорошего.,"空气变得过于灼热, 绝对不是什么好征兆。"
p,알겠어요! 냄새가 이상해지면 기억할게요!,Got it! I'll remember if the smell changes!,D'accord ! Je m'en souviendrai si l'odeur change !,Va bene! Mi ricorderò se l'odore cambia!,"Verstanden! Ich merke es mir, falls sich der Geruch verändert!",¡Entendido! ¡Lo recordaré si el olor cambia!,わかりました！匂いが変だったら気をつけます！,Entendi! Vou me lembrar se o cheiro mudar!,"Понял! Я запомню, если запах изменится!","知道了！如果味道变奇怪了, 我会记住的！"
f,(멀어지는 피코를 보며 빈 병을 내려놓는다.),(She sets down the empty bottle while watching Pico walk away.),(Elle pose la bouteille vide en regardant Pico s'éloigner.),(Posa la bottiglia vuota mentre guarda Pico allontanarsi.),(Sie stellt die leere Flasche ab und beobachtet Pico beim Weggehen.),(Deja la botella vacía mientras observa a Pico alejarse.),（遠ざかるピコを見送りながら、空き瓶を置く。）,(Ela coloca a garrafa vazia no chão enquanto observa Pico se afastar.),"(Она ставит пустую бутылку, провожая взглядом уходящего Пико.)","（望着远去的皮科, 轻轻放下空瓶。）"
f,냉각제가 이 정도로 오염되다니... 사슬이 버틸 시간도 이제 얼마 남지 않았어.,For the coolant to become this contaminated... the chains don't have much time left either.,Le liquide de refroidissement est contaminé à ce point... les chaînes ne tiendront plus très longtemps.,Le refrigerante è contaminato a questo punto... anche le catene non resisteranno ancora a lungo.,Dass das Kühlmittel so stark verunreinigt wurde... die Ketten werden auch nicht mehr lange halten.,Que el refrigerante esté tan contaminado... las cadenas tampoco resistirán mucho más.,冷却剤がここまで汚染されるなんて…鎖が持つ時間も、もう長くないわね。,O refrigerante estar tão contaminado assim... as correntes também não vão durar muito.,Раз охлаждающая жидкость настолько загрязнена... цепи тоже долго не выдержат.,冷却剂竟然被污染到这种程度……锁链恐怕也撑不了多久了。
f,촌장님은 대체 무슨 생각으로 저 아이를 그 뜨거운 숨결 앞까지 계속 보내는 걸까.,"What on earth is the chief thinking, continuing to send that child before that scorching breath?",À quoi pense donc le chef pour continuer à envoyer cet enfant devant ce souffle brûlant ?,A cosa sta pensando il capo per continuare a mandare quel bambino davanti a quel respiro rovente?,"Was denkt sich der Dorfchef nur dabei, dieses Kind immer wieder vor diesen glühenden Atem zu schicken?",¿Qué estará pensando el jefe para seguir enviando a ese niño frente a ese aliento abrasador?,村長さんは、一体何を考えてあの子をあの灼熱の吐息の前へ送り続けているのかしら。,O que será que o chefe está pensando para continuar enviando aquela criança diante daquele sopro escaldante?,"О чём вообще думает староста, продолжая отправлять этого ребёнка к тому раскалённому дыханию?","村长到底在想什么, 居然还不断把那孩子送到那炽热的吐息面前。"
T,**,**,**,**,**,**,**,**,**,**





T,********************************************27. 촌장의 일지 발견*******************************************
p,어? 바위 틈에 웬 커다란 가죽 가방이 끼어 있네?,Huh? There's a huge leather bag wedged between the rocks?,Hein ? Il y a un énorme sac en cuir coincé entre les rochers ?,Eh? C'è una grossa borsa di pelle incastrata tra le rocce?,Hä? Zwischen den Felsen steckt eine große Ledertasche fest?,¿Eh? ¿Hay una gran bolsa de cuero atrapada entre las rocas?,あれ？岩の隙間に大きな革袋が挟まってる。,Hã? Tem uma grande bolsa de couro presa entre as rochas?,А? Между скал застряла большая кожаная сумка?,咦？岩缝里卡着一个好大的皮包？
p,촌장님이 들고 다니시던 거랑 똑같은데... 표면이 시꺼멓게 타버렸어.,It looks exactly like the one the chief always carried... but the surface is completely charred black.,C'est exactement le même que celui que le chef portait toujours... mais la surface est complètement calcinée.,Sembra identica a quella che portava sempre il capo... ma la superficie è completamente annerita dal fuoco.,"Sie sieht genauso aus wie die Tasche, die der Dorfchef immer getragen hat... aber die Oberfläche ist pechschwarz verbrannt.",Se parece exactamente a la que siempre llevaba el jefe... pero la superficie está completamente chamuscada.,村長さんがいつも持ち歩いてたのと同じだ…でも表面が真っ黒に焼け焦げてる。,Parece exatamente a que o chefe sempre carregava... mas a superfície está completamente carbonizada.,"Похоже на ту сумку, которую всегда носил староста... но вся поверхность обгорела дочерна.",这和村长平时带着的那个一模一样……可是表面已经被烧得漆黑。
p,(가방 안에서 타다 남은 종이 뭉치를 꺼내 읽으며) ...'열기가 사슬을 녹이고 있다'?,(Pulling out a half-burned bundle of papers from the bag and reading) ...'The heat is melting the chains'?,(Sortant un paquet de papiers à moitié brûlés du sac et lisant) ...« La chaleur fait fondre les chaînes » ?,(Tirando fuori dal sacco un fascio di fogli mezzi bruciati e leggendo) ...'Il calore sta sciogliendo le catene'?,(Er zieht ein halb verbranntes Papierbündel aus der Tasche und liest) ...'Die Hitze schmilzt die Ketten'?,(Sacando un montón de papeles medio quemados de la bolsa y leyendo) ...'El calor está derritiendo las cadenas'?,（鞄の中から焼け残った紙束を取り出して読みながら）…『熱が鎖を溶かしている』？,(Tirando um maço de papéis parcialmente queimados da bolsa e lendo) ...'O calor está derretendo as correntes'?,(Доставая из сумки полуобгоревшие бумаги и читая) ...«Жар плавит цепи»?,（从包里拿出一叠烧剩的纸张阅读）……“热量正在融化锁链”？
p,'더 이상 냉각제로는 잠재울 수 없다. 사슬이 끊어지기 전에 새로운 '유일한 빛'이 필요하다'?,"'It can no longer be suppressed with coolant. Before the chains break, a new 'Only Light' is needed'?","« On ne peut plus le contenir avec du liquide de refroidissement. Avant que les chaînes ne se brisent, une nouvelle 'Lumière Unique' est nécessaire » ?","'Non può più essere contenuto con il refrigerante. Prima che le catene si spezzino, serve una nuova 'Unica Luce''?","'Es kann nicht länger mit Kühlmittel unterdrückt werden. Bevor die Ketten reißen, wird ein neues 'Einziges Licht' benötigt'?","'Ya no puede contenerse con refrigerante. Antes de que las cadenas se rompan, se necesita una nueva 'Única Luz''?",『もう冷却剤では抑えられない。鎖が切れる前に、新たな『唯一の光』が必要だ』？,"'Não pode mais ser contido com refrigerante. Antes que as correntes se rompam, uma nova 'Luz Única' é necessária'?","«Это больше нельзя сдерживать охлаждающей жидкостью. Прежде чем цепи разорвутся, нужен новый 'Единственный Свет'»?","“已经无法再用冷却剂压制了。在锁链断裂之前, 需要新的‘唯一之光’”？"
